circuit_id,circuit_name,city,country,track_length_km,year_opened,seating_capacity,number_of_turns,drs_zones,lap_record_seconds,lap_record_year,altitude_meters,surface_type,circuit_type,pit_lane_length_m,avg_temp_min_c,avg_temp_max_c,avg_top_speed_kmh,fia_grade,total_gp_hosted,tv_viewers_millions,ticket_price_usd,safety_car_freq,overtake_index,night_race,primary_engine_supplier,primary_broadcast_lang,pit_boxes,marshal_post_count,total_race_dist_km,elevation_change_m,turns_per_km,elevation_intensity,pit_stop_overhead_sec,track_speed_category
29837800,Portimao Circuit - Endurance Config,Portimao,Portugal,4.997,1987,41361,23,1,101.487,2019,682,Asphalt,Street,227,23,44,346,1,74,15.23,504,0.074,3.63,0,Honda,PT,24,10,229.86,94,4.602761656994197,18.811286772063237,12.715,High Speed
20020823,Baku City Circuit,Baku,Azerbaijan,6.728,2016,392373,25,1,117.068,2011,439,Asphalt,Hybrid,356,0,46,308,2,9,9.82,2696,0.519,7.97,1,Renault,IT,10,26,383.5,66,3.7158145065398336,9.809750297265161,18.52,Medium Speed
27461656,Jeddah Corniche Circuit - Alt Chicane,Jeddah,Saudi Arabia,6.862,2002,276387,14,3,63.755,2018,2559,Asphalt,Street,316,20,42,340,1,67,15.58,721,0.32,2.52,0,Alfa Romeo,DE,25,17,322.51,28,2.040221509763917,4.080443019527834,16.72,Medium Speed
25348446,Silverstone Circuit,Silverstone,UK,5.393,1961,219816,20,1,103.49,2023,1803,Asphalt,Permanent,478,18,41,385,1,52,13.21,1286,0.433,3.99,0,Mercedes,PT,23,31,248.08,147,3.7085110328203226,27.25755609122937,24.01,High Speed
23108002,Circuit Zandvoort,Zandvoort,Netherlands,4.436,1967,348947,22,3,97.261,2009,2343,Asphalt,Permanent,210,17,41,303,1,53,6.5,3304,0.622,1.91,0,Ferrari,ZH,12,16,199.62,133,4.959422903516682,29.981965734896303,11.950000000000001,Medium Speed
28666862,Red Bull Ring - Revised 2020,Spielberg,Austria,4.08,2017,198469,7,1,103.843,2018,140,Concrete,Street,485,27,43,332,1,4,4.8,3274,0.324,3.28,0,Honda,IT,9,25,244.8,98,1.7156862745098038,24.019607843137255,24.325,Medium Speed
24619470,Circuit de Barcelona-Catalunya,Barcelona,Spain,4.708,1972,129727,14,2,92.022,2017,2578,Asphalt,Hybrid,268,2,46,329,1,74,6.04,2177,0.714,2.43,1,Honda,NL,14,29,221.28,162,2.973661852166525,34.40951571792693,14.56,Medium Speed
28499875,Circuit Gilles Villeneuve - Short Circuit,Montreal,Canada,4.14,1974,297951,25,2,102.378,2009,1680,Concrete,Permanent,457,23,43,384,2,27,4.4,3252,0.051,3.17,0,Alfa Romeo,ZH,18,30,281.52,4,6.038647342995169,0.9661835748792271,23.065,High Speed
20577710,Circuit de Monaco - Revised 2020,Monte Carlo,Monaco,4.094,1950,89216,13,1,67.659,2009,537,Asphalt,Permanent,218,9,36,331,1,61,3.18,2685,0.332,1.55,0,Honda,JA,12,18,270.2,133,3.1753786028334146,32.48656570591109,12.31,Medium Speed
29396988,Losail International Circuit,Lusail,Qatar,5.38,1968,297876,18,2,83.055,2020,1888,Asphalt,Street,427,5,31,294,1,48,8.35,1219,0.524,7.99,0,Ferrari,NL,10,15,306.66,175,3.345724907063197,32.5278810408922,21.715,Low Speed
29742862,Estoril Circuit,Estoril,Portugal,4.557,1992,414778,21,1,93.933,2008,1135,Asphalt,Permanent,503,17,44,353,1,78,11.78,2560,0.073,2.3,0,Renault,JA,14,18,341.78,71,4.608294930875576,15.580425718674565,25.135,High Speed
26207661,Baku City Circuit - Historic Layout,Baku,Azerbaijan,6.752,2016,201957,12,3,60.565,2011,2595,Concrete,Hybrid,209,22,47,319,1,28,8.92,3128,0.389,6.87,1,Ferrari,JA,17,28,344.35,124,1.7772511848341233,18.364928909952607,11.905000000000001,Medium Speed
27338421,Imola Circuit,Imola,Italy,5.531,1966,403010,12,1,60.031,2017,555,Mixed,Permanent,516,28,46,323,1,77,0.89,1308,0.432,6.45,0,Honda,AR,22,11,265.49,74,2.1695895859699874,13.379135780148257,25.720000000000002,Medium Speed
24118353,Silverstone Circuit - Endurance Config,Silverstone,UK,6.525,1970,156614,24,1,96.361,2011,509,Asphalt,Street,244,3,33,272,1,14,12.06,3292,0.739,7.12,0,Honda,AR,23,17,339.3,168,3.67816091954023,25.747126436781606,13.48,Low Speed
23215989,Circuit Zandvoort,Zandvoort,Netherlands,4.259,1967,259970,19,2,99.22,2016,335,Asphalt,Permanent,313,13,44,292,1,5,11.37,2026,0.243,1.55,0,Alfa Romeo,FR,10,25,251.28,10,4.461141112937309,2.34796900680911,16.585,Low Speed
22055401,Circuit Gilles Villeneuve,Montreal,Canada,3.693,1975,313150,11,3,105.541,2023,422,Asphalt,Street,343,15,26,383,1,39,11.76,1324,0.126,0.65,0,Ferrari,FR,12,23,192.04,42,2.9786081776333604,11.372867587327375,17.935000000000002,High Speed
20896366,Losail International Circuit - Endurance Config,Lusail,Qatar,4.933,2018,391763,24,2,103.421,2018,1946,Concrete,Permanent,219,25,29,270,1,48,3.71,1363,0.343,4.59,1,Alfa Romeo,EN,26,31,266.38,196,4.865193594161767,39.7324143523211,12.355,Low Speed
27381269,Circuit of the Americas - Alt Chicane,Austin,USA,5.981,1996,148071,21,1,101.779,2009,2063,Asphalt,Hybrid,466,13,45,359,1,6,7.15,2860,0.274,5.33,0,Renault,EN,13,32,412.69,127,3.5111185420498243,21.233907373348938,23.470000000000002,High Speed
28824693,Yas Marina Circuit,Abu Dhabi,UAE,5.302,1979,90904,18,1,105.841,2023,677,Asphalt,Permanent,424,23,29,286,1,64,1.05,1887,0.255,5.14,0,Renault,IT,24,35,328.72,68,3.394945303658997,12.825348924933989,21.580000000000002,Low Speed
21242365,Circuit de Spa-Francorchamps,Spa,Belgium,7.24,1989,259767,18,1,62.92,2011,2081,Concrete,Hybrid,471,0,36,279,1,24,0.75,349,0.44,8.42,0,Alfa Romeo,EN,11,29,528.52,172,2.4861878453038675,23.756906077348066,23.695,Low Speed
20612210,Marina Bay Street Circuit,Singapore,Singapore,5.606,1988,115013,26,4,101.251,2022,295,Asphalt,Permanent,362,28,45,317,1,39,0.88,3289,0.165,4.5,0,Mercedes,EN,17,24,437.27,150,4.6378879771673205,26.75704602211916,18.79,Medium Speed
25572815,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,6.368,1997,99106,20,2,109.541,2017,1592,Concrete,Hybrid,320,14,32,330,1,1,0.72,1027,0.441,5.02,0,Mercedes,PT,15,16,280.19,201,3.1407035175879394,31.564070351758794,16.9,Medium Speed
23209100,Istanbul Park - Alt Chicane,Istanbul,Turkey,5.786,2013,47989,22,1,60.749,2013,2089,Asphalt,Permanent,214,0,33,322,1,68,2.16,1429,0.496,9.78,0,Mercedes,EN,8,34,295.09,189,3.802281368821293,32.66505357760111,12.13,Medium Speed
24453202,Autodromo Nazionale Monza - Short Circuit,Monza,Italy,5.262,2011,30260,16,3,92.022,2022,738,Asphalt,Oval,382,7,22,273,1,16,5.56,1494,0.089,0.94,0,Honda,ES,21,20,373.6,95,3.040668947168377,18.05397187381224,19.69,Low Speed
25677519,Autodromo Jose Carlos Pace,Sao Paulo,Brazil,3.617,1973,383437,18,2,99.485,2015,469,Asphalt,Street,334,26,21,331,1,46,8.97,480,0.369,8.84,1,Alfa Romeo,PT,22,13,278.51,152,4.976499861763893,42.023776610450646,17.53,Medium Speed
25384382,Suzuka International Racing Course,Suzuka,Japan,5.308,1988,111111,21,2,113.908,2022,2362,Concrete,Permanent,307,17,30,305,1,78,13.44,2192,0.048,1.42,1,Renault,DE,24,29,398.1,16,3.9562923888470234,3.014318010550113,16.315,Medium Speed
23991820,Istanbul Park - Alt Chicane,Istanbul,Turkey,5.594,1964,240682,21,1,94.338,2008,646,Asphalt,Hybrid,470,4,35,359,1,53,14.67,2828,0.483,0.54,1,Alfa Romeo,ES,23,16,385.99,75,3.7540221666070788,13.40722202359671,23.650000000000002,High Speed
29987824,Autodromo Hermanos Rodriguez,Mexico City,Mexico,4.304,1978,119464,22,3,73.302,2023,921,Asphalt,Hybrid,422,8,35,282,1,72,7.79,2616,0.354,3.22,1,Ferrari,JA,11,27,288.37,106,5.111524163568773,24.62825278810409,21.490000000000002,Low Speed
28626325,Circuit de Spa-Francorchamps,Spa,Belgium,7.55,1976,239365,20,3,68.477,2019,1694,Asphalt,Permanent,273,12,33,322,1,75,15.72,2795,0.479,7.14,0,Renault,ES,17,36,483.2,173,2.6490066225165565,22.91390728476821,14.785,Medium Speed
21127016,Silverstone Circuit,Silverstone,UK,6.647,2016,268302,10,1,64.768,2023,87,Mixed,Hybrid,445,17,39,371,2,39,6.26,293,0.124,4.73,0,Honda,ES,22,31,305.76,107,1.504438092372499,16.097487588385736,22.525000000000002,High Speed
23388506,Estoril Circuit - Endurance Config,Estoril,Portugal,3.746,1954,245857,17,1,77.072,2016,808,Mixed,Street,255,7,25,296,1,17,0.6,51,0.533,0.93,0,Honda,FR,19,29,213.52,163,4.538174052322478,43.51308061932728,13.975,Low Speed
25075516,Jeddah Corniche Circuit - Historic Layout,Jeddah,Saudi Arabia,6.316,1959,323428,8,3,62.19,2022,1153,Asphalt,Street,215,26,44,330,1,17,7.73,1345,0.217,1.94,1,Mercedes,FR,19,24,492.65,80,1.266624445851805,12.66624445851805,12.175,Medium Speed
24824381,Autodromo Hermanos Rodriguez - Alt Chicane,Mexico City,Mexico,4.514,2014,40924,16,3,103.374,2022,1488,Asphalt,Permanent,301,4,24,378,1,75,14.54,989,0.523,6.92,0,Alfa Romeo,ES,8,25,212.16,125,3.5445281346920687,27.691626052281787,16.045,High Speed
20822698,Portimao Circuit - Endurance Config,Portimao,Portugal,4.047,1996,188985,10,1,87.191,2009,2266,Asphalt,Hybrid,370,20,31,284,3,50,12.27,333,0.228,5.07,0,Alfa Romeo,PT,8,21,250.91,83,2.4709661477637757,20.50901902643934,19.150000000000002,Low Speed
24520358,Nürburgring - Historic Layout,Nürburg,Germany,5.753,2001,255618,9,1,61.35,2014,553,Asphalt,Permanent,247,4,37,316,1,77,14.98,97,0.726,6.73,1,Ferrari,FR,14,13,391.2,102,1.564401181992004,17.729880062576047,13.615,Medium Speed
25800562,Nürburgring,Nürburg,Germany,4.367,1980,259610,26,1,116.718,2022,1744,Asphalt,Hybrid,213,15,22,355,1,46,11.31,654,0.537,9.53,0,Alfa Romeo,IT,18,12,310.06,79,5.953743989008473,18.09022212044882,12.085,High Speed
25393577,Baku City Circuit,Baku,Azerbaijan,6.003,1979,376377,21,2,87.502,2022,1241,Asphalt,Oval,300,5,24,293,1,43,11.17,1533,0.068,1.0,0,Alfa Romeo,AR,21,23,312.16,77,3.4982508745627188,12.826919873396635,16.0,Low Speed
27385429,Circuit of the Americas - Reverse Layout,Austin,USA,5.152,1966,223553,6,3,79.356,2016,1554,Asphalt,Permanent,427,8,42,365,1,51,3.57,1132,0.532,6.54,0,Renault,JA,23,34,401.86,109,1.1645962732919255,21.156832298136646,21.715,High Speed
26410366,Albert Park Circuit,Melbourne,Australia,4.971,1977,33199,22,4,72.195,2020,1105,Asphalt,Street,488,0,43,345,1,8,10.57,3091,0.563,3.36,0,Mercedes,ZH,14,23,278.38,43,4.4256688795011065,8.650170991752162,24.46,High Speed
25337450,Las Vegas Street Circuit - Historic Layout,Las Vegas,USA,5.715,1969,345345,19,1,81.817,2023,494,Concrete,Street,462,11,36,307,1,20,7.43,3065,0.483,8.0,0,Honda,FR,20,27,342.9,174,3.3245844269466316,30.446194225721786,23.29,Medium Speed
24425220,Nürburgring,Nürburg,Germany,4.575,1980,226239,12,2,114.32,2020,1982,Mixed,Permanent,339,2,48,305,1,31,7.49,1797,0.272,1.66,0,Ferrari,AR,24,31,201.3,69,2.622950819672131,15.081967213114753,17.755000000000003,Medium Speed
28274800,Circuit de Barcelona-Catalunya - Alt Chicane,Barcelona,Spain,4.444,2010,255369,8,3,65.021,2017,1265,Concrete,Street,381,20,21,371,1,50,3.67,1426,0.444,7.29,0,Renault,DE,11,24,324.41,9,1.8001800180018002,2.025202520252025,19.645,High Speed
27267466,Circuit de Spa-Francorchamps,Spa,Belgium,7.669,1967,159673,11,2,61.664,2019,2516,Asphalt,Permanent,426,0,50,274,1,63,10.37,595,0.206,5.3,0,Ferrari,DE,8,21,575.17,171,1.434346068587821,22.297561611683403,21.67,Low Speed
22147548,Losail International Circuit - Reverse Layout,Lusail,Qatar,5.706,1991,351559,7,2,81.758,2009,1521,Concrete,Street,321,16,40,352,1,32,13.44,2277,0.332,3.89,1,Mercedes,EN,25,26,439.36,108,1.2267788293024886,18.92744479495268,16.945,High Speed
25673732,Autodromo Nazionale Monza - Reverse Layout,Monza,Italy,5.29,1960,204795,19,1,83.011,2014,1043,Asphalt,Street,415,17,41,342,2,62,7.3,3331,0.716,3.05,1,Honda,NL,18,16,396.75,109,3.5916824196597354,20.604914933837428,21.175,High Speed
27180088,Imola Circuit - Reverse Layout,Imola,Italy,5.141,1969,341010,22,1,62.533,2015,657,Asphalt,Permanent,474,13,38,380,2,24,0.63,3490,0.614,4.41,0,Honda,ES,26,22,323.88,157,4.279323088893212,30.538805679828826,23.830000000000002,High Speed
25784674,Kyalami,Johannesburg,South Africa,3.922,1969,42379,16,2,116.322,2018,2566,Asphalt,Permanent,228,18,49,286,2,2,6.86,321,0.326,0.8,0,Honda,NL,26,17,274.54,96,4.07955124936257,24.47730749617542,12.76,Low Speed
21381287,Yas Marina Circuit - Short Circuit,Abu Dhabi,UAE,5.24,1996,100812,8,1,79.367,2011,1252,Asphalt,Street,238,17,28,292,1,39,7.89,2470,0.193,8.79,0,Renault,EN,23,34,361.56,181,1.5267175572519083,34.541984732824424,13.21,Low Speed
23059141,Albert Park Circuit - Historic Layout,Melbourne,Australia,5.5,1987,381277,23,4,95.655,2015,1030,Asphalt,Street,310,21,39,315,1,29,1.22,285,0.123,4.11,0,Renault,AR,12,29,374.0,167,4.181818181818182,30.363636363636363,16.450000000000003,Medium Speed
23273250,Baku City Circuit,Baku,Azerbaijan,5.379,1961,352300,23,1,63.135,2009,2438,Asphalt,Permanent,395,8,36,363,3,3,14.22,2095,0.024,9.24,0,Ferrari,JA,14,27,360.39,101,4.275887711470534,18.776724298196694,20.275000000000002,High Speed
21748196,Imola Circuit,Imola,Italy,4.409,1973,384803,23,1,80.635,2016,1207,Asphalt,Permanent,410,11,30,382,1,39,4.12,1255,0.743,3.35,0,Honda,IT,11,10,282.18,200,5.216602404173282,45.36176003628941,20.95,High Speed
29409929,Jeddah Corniche Circuit - Revised 2020,Jeddah,Saudi Arabia,5.431,1995,22721,22,3,100.765,2018,948,Asphalt,Street,393,11,29,306,1,34,4.09,1029,0.706,2.37,0,Ferrari,AR,24,13,260.69,61,4.050819370281716,11.23181734487203,20.185000000000002,Medium Speed
23446097,Suzuka International Racing Course,Suzuka,Japan,5.382,2006,224751,26,1,70.958,2021,1453,Asphalt,Permanent,258,12,37,279,3,72,7.94,1867,0.201,3.25,0,Alfa Romeo,NL,22,15,344.45,119,4.830917874396135,22.110739502043852,14.110000000000001,Low Speed
26163376,Imola Circuit - Endurance Config,Imola,Italy,4.873,1998,265604,20,1,99.745,2019,1987,Asphalt,Street,393,3,47,318,1,13,12.9,1495,0.262,3.5,0,Alfa Romeo,JA,24,10,311.87,51,4.104247896572953,10.46583213626103,20.185000000000002,Medium Speed
28453166,Autodromo Nazionale Monza,Monza,Italy,5.075,1982,290233,19,2,60.416,2014,1247,Asphalt,Permanent,465,25,33,323,1,10,10.47,2997,0.531,0.69,0,Alfa Romeo,ES,12,14,279.12,28,3.7438423645320196,5.517241379310344,23.425,Medium Speed
26794489,Circuit de Spa-Francorchamps,Spa,Belgium,7.771,1972,320716,9,2,85.733,2016,1349,Concrete,Permanent,474,16,32,298,1,43,12.56,1217,0.733,9.9,0,Mercedes,AR,20,31,404.09,96,1.1581521039763223,12.353622442414103,23.830000000000002,Low Speed
27241741,Albert Park Circuit - Reverse Layout,Melbourne,Australia,5.812,1979,120565,23,4,67.164,2013,1678,Asphalt,Permanent,323,12,20,279,1,17,9.17,1184,0.74,9.05,0,Renault,EN,23,31,325.47,190,3.9573296627666896,32.69098417068135,17.035,Low Speed
29569459,Circuit of the Americas - Endurance Config,Austin,USA,5.265,2011,171832,26,1,88.241,2008,744,Asphalt,Street,459,10,20,302,2,13,3.76,2781,0.591,1.6,1,Alfa Romeo,IT,16,33,400.14,206,4.938271604938272,39.12630579297246,23.155,Medium Speed
23299353,Circuit of the Americas - Historic Layout,Austin,USA,5.502,2012,348205,10,3,111.746,2018,49,Asphalt,Permanent,467,0,47,282,1,8,13.06,736,0.429,4.97,0,Renault,ZH,24,11,258.59,142,1.8175209014903673,25.808796801163215,23.515,Low Speed
28145089,Mugello Circuit - Reverse Layout,Mugello,Italy,5.604,1986,76803,9,1,88.919,2015,261,Asphalt,Permanent,391,12,22,317,1,0,10.77,3001,0.606,3.13,0,Alfa Romeo,PT,22,25,246.58,204,1.6059957173447537,36.40256959314775,20.095,Medium Speed
27965407,Circuit de Spa-Francorchamps,Spa,Belgium,7.461,1969,34916,10,2,96.61,2021,12,Asphalt,Street,200,26,22,381,1,26,12.39,1673,0.552,4.99,0,Honda,ES,8,29,358.13,181,1.3403029084573113,24.259482643077334,11.5,High Speed
23232857,Bahrain International Circuit,Sakhir,Bahrain,5.116,1952,58727,24,6,115.359,2009,2199,Concrete,Permanent,471,10,32,339,1,79,2.36,3321,0.471,6.01,0,Mercedes,DE,25,17,399.05,124,4.691164972634871,24.237685691946837,23.695,Medium Speed
27360633,Losail International Circuit - Revised 2020,Lusail,Qatar,5.935,1963,217077,19,3,79.316,2015,1841,Asphalt,Street,264,20,24,351,1,77,5.72,3143,0.531,5.41,1,Ferrari,JA,12,12,344.23,6,3.2013479359730415,1.0109519797809605,14.38,High Speed
25004878,Circuit de Barcelona-Catalunya,Barcelona,Spain,4.667,1973,332159,20,1,87.895,2009,461,Asphalt,Permanent,297,5,39,328,2,21,2.61,1731,0.297,4.21,0,Mercedes,FR,18,21,298.69,102,4.285408185129634,21.85558174416113,15.865,Medium Speed
26515900,Circuit de Spa-Francorchamps,Spa,Belgium,6.216,2007,413218,16,3,104.67,2013,434,Asphalt,Permanent,314,20,38,375,1,40,8.46,924,0.76,2.4,0,Renault,NL,18,12,410.26,88,2.574002574002574,14.157014157014157,16.630000000000003,High Speed
25428690,Autodromo Nazionale Monza,Monza,Italy,5.114,1958,50473,18,2,109.123,2018,774,Asphalt,Permanent,242,13,46,283,2,30,2.75,1238,0.363,3.84,0,Honda,ZH,24,26,383.55,94,3.5197497066875245,18.38091513492374,13.39,Low Speed
21029777,Autodromo Nazionale Monza,Monza,Italy,5.082,1964,340996,14,2,83.253,2017,994,Concrete,Street,217,6,22,383,1,73,4.44,2810,0.776,8.62,0,Ferrari,ZH,25,33,360.82,118,2.7548209366391188,23.219205037386857,12.265,High Speed
29728813,Albert Park Circuit - Alt Chicane,Melbourne,Australia,5.466,1970,175375,18,4,106.304,2012,1026,Concrete,Permanent,342,11,25,265,2,3,10.44,914,0.153,4.68,0,Honda,ZH,22,20,360.76,132,3.293084522502744,24.149286498353458,17.89,Low Speed
27739129,Magny-Cours - Revised 2020,Magny-Cours,France,3.866,2019,113687,6,2,77.454,2021,118,Asphalt,Permanent,503,1,32,380,1,9,3.62,2996,0.043,2.4,1,Honda,DE,26,15,220.36,67,1.5519917227108122,17.3305742369374,25.135,High Speed
26099272,Marina Bay Street Circuit - Endurance Config,Singapore,Singapore,4.721,1954,134502,15,3,64.173,2016,780,Asphalt,Street,208,16,31,310,1,36,7.08,2401,0.766,8.27,0,Ferrari,IT,22,23,254.93,77,3.177292946409659,16.31010379156958,11.860000000000001,Medium Speed
21822484,Portimao Circuit - Revised 2020,Portimao,Portugal,4.883,1970,27561,13,1,111.547,2016,76,Asphalt,Permanent,269,10,34,340,1,34,5.47,738,0.254,9.48,0,Mercedes,EN,8,23,229.5,68,2.662297767765718,13.925865246774524,14.605,Medium Speed
28760510,Las Vegas Street Circuit,Las Vegas,USA,6.054,1984,409178,21,2,97.583,2015,930,Concrete,Hybrid,519,18,37,363,1,64,6.53,3400,0.43,1.62,0,Honda,NL,23,21,429.83,3,3.468780971258672,0.4955401387512388,25.855,High Speed
23861385,Nürburgring - Endurance Config,Nürburg,Germany,5.493,2016,210529,18,1,66.208,2021,1660,Concrete,Hybrid,181,0,50,304,1,35,12.09,1442,0.073,1.66,1,Renault,ES,11,33,400.99,70,3.276897870016384,12.743491716730384,10.645,Medium Speed
29005205,Estoril Circuit - Historic Layout,Estoril,Portugal,4.049,1970,371632,13,1,117.035,2023,1490,Concrete,Permanent,506,1,30,338,1,85,7.45,2594,0.492,3.93,0,Mercedes,NL,21,31,295.58,133,3.21066930106199,32.84761669548036,25.27,Medium Speed
27854153,Losail International Circuit - Revised 2020,Lusail,Qatar,5.012,1976,164952,17,3,101.856,2010,2183,Asphalt,Permanent,377,10,23,296,1,47,0.34,1416,0.081,8.48,1,Honda,DE,23,17,380.91,24,3.391859537110934,4.788507581803672,19.465,Low Speed
27698161,Autodromo Hermanos Rodriguez,Mexico City,Mexico,4.887,1979,416883,10,3,113.236,2017,2317,Concrete,Street,341,4,26,376,1,7,8.17,1712,0.67,4.76,0,Renault,PT,8,11,244.35,133,2.0462451401677924,27.215060364231636,17.845,High Speed
26713402,Imola Circuit,Imola,Italy,5.216,1998,390665,13,1,111.171,2012,208,Asphalt,Permanent,318,25,45,384,2,52,10.1,2449,0.452,7.19,0,Alfa Romeo,FR,14,18,302.53,181,2.492331288343558,34.70092024539877,16.810000000000002,High Speed
29844775,Hungaroring - Short Circuit,Budapest,Hungary,4.793,2005,34280,20,1,62.13,2017,1876,Asphalt,Street,300,24,26,362,1,58,15.77,604,0.624,2.7,0,Mercedes,ES,13,11,330.72,116,4.1727519298977676,24.20196119340705,16.0,High Speed
25273782,Marina Bay Street Circuit - Endurance Config,Singapore,Singapore,5.233,2000,47647,25,3,117.568,2019,1010,Asphalt,Street,420,9,36,289,1,44,3.61,3107,0.783,4.05,0,Ferrari,ZH,19,35,251.18,210,4.777374355054462,40.12994458245748,21.400000000000002,Low Speed
24761665,Albert Park Circuit - Alt Chicane,Melbourne,Australia,4.744,1957,180600,21,5,61.646,2023,354,Asphalt,Permanent,431,15,25,317,1,6,11.24,3046,0.344,6.5,1,Honda,ZH,12,26,317.85,65,4.4266441821247895,13.701517706576729,21.895,Medium Speed
26325329,Estoril Circuit - Short Circuit,Estoril,Portugal,4.942,1961,317014,17,1,102.672,2011,1517,Asphalt,Street,349,25,40,265,2,22,2.89,2607,0.515,7.97,1,Mercedes,FR,25,15,217.45,203,3.4399028733306354,41.07648725212464,18.205,Low Speed
29934983,Circuit de Spa-Francorchamps - Reverse Layout,Spa,Belgium,7.508,1997,150426,18,2,111.769,2018,1387,Asphalt,Permanent,481,27,24,282,1,66,11.3,1995,0.224,7.26,1,Honda,EN,15,33,330.35,35,2.3974427277570594,4.661694192860948,24.145,Low Speed
22535853,Circuit de Monaco,Monte Carlo,Monaco,3.764,2007,342048,21,1,114.338,2018,951,Concrete,Permanent,220,12,46,298,1,33,4.35,741,0.451,6.96,0,Ferrari,PT,23,15,180.67,22,5.579171094580234,5.844845908607864,12.4,Low Speed
28444351,Circuit de Monaco - Endurance Config,Monte Carlo,Monaco,3.89,1985,279686,15,1,63.541,2021,1497,Asphalt,Street,492,22,30,327,1,38,15.82,2499,0.413,5.73,0,Alfa Romeo,NL,14,14,248.96,40,3.8560411311053984,10.282776349614396,24.64,Medium Speed
23334717,Losail International Circuit - Reverse Layout,Lusail,Qatar,4.676,1996,30018,15,3,72.038,2015,2289,Asphalt,Permanent,460,0,23,304,1,78,9.67,216,0.738,3.72,0,Renault,DE,13,30,266.53,185,3.20786997433704,39.56372968349016,23.2,Medium Speed
22561793,Yas Marina Circuit - Alt Chicane,Abu Dhabi,UAE,4.727,1951,34665,16,2,101.046,2022,2343,Asphalt,Permanent,223,25,47,342,1,25,10.75,1798,0.331,8.37,0,Mercedes,ES,26,34,354.53,104,3.3848106621535856,22.001269303998306,12.535,High Speed
26907217,Las Vegas Street Circuit - Reverse Layout,Las Vegas,USA,6.915,2003,258540,13,1,104.89,2023,636,Concrete,Street,402,8,29,377,2,80,14.45,3138,0.063,7.62,0,Honda,JA,17,29,352.67,139,1.8799710773680405,20.10122921185828,20.59,High Speed
21670722,Baku City Circuit - Alt Chicane,Baku,Azerbaijan,6.492,1996,219833,8,2,75.835,2014,1258,Asphalt,Street,207,28,46,328,1,0,7.99,1123,0.047,6.0,0,Renault,NL,26,13,415.49,40,1.2322858903265557,6.161429451632779,11.815,Medium Speed
29755504,Suzuka International Racing Course - Short Circuit,Suzuka,Japan,5.066,1964,37092,6,2,111.79,2021,565,Asphalt,Street,279,1,39,352,1,75,15.32,3235,0.605,8.53,0,Renault,JA,8,36,395.15,106,1.1843663639952626,20.923805763916306,15.055,High Speed
29092085,Nürburgring,Nürburg,Germany,5.262,1954,234402,26,2,116.862,2020,120,Mixed,Permanent,209,24,43,341,1,7,3.08,1646,0.473,9.84,0,Ferrari,DE,14,34,373.6,169,4.941087039148613,32.11706575446598,11.905000000000001,High Speed
29025702,Estoril Circuit,Estoril,Portugal,4.35,1952,128882,15,1,84.55,2014,2253,Concrete,Permanent,235,5,44,359,1,15,2.41,1058,0.512,3.87,1,Renault,ZH,13,31,326.25,30,3.4482758620689657,6.8965517241379315,13.075000000000001,High Speed
27506313,Mugello Circuit - Endurance Config,Mugello,Italy,4.77,1990,386975,9,1,76.699,2019,1446,Asphalt,Permanent,318,23,38,316,1,40,1.87,1477,0.307,3.78,0,Ferrari,JA,18,23,248.04,107,1.886792452830189,22.431865828092246,16.810000000000002,Medium Speed
28211820,Las Vegas Street Circuit,Las Vegas,USA,5.548,1981,244088,14,3,86.859,2023,1003,Asphalt,Permanent,342,11,43,359,2,52,6.77,2464,0.153,7.98,0,Mercedes,DE,10,29,432.74,119,2.523431867339582,21.449170872386446,17.89,High Speed
27141369,Mugello Circuit - Short Circuit,Mugello,Italy,5.857,2016,395034,10,2,64.795,2011,377,Asphalt,Permanent,192,25,23,381,1,74,14.51,2716,0.613,2.61,0,Ferrari,NL,20,36,398.28,99,1.7073587160662456,16.902851289055832,11.14,High Speed
28099366,Baku City Circuit - Short Circuit,Baku,Azerbaijan,5.857,1964,164701,21,1,84.723,2016,815,Asphalt,Permanent,220,27,33,355,2,67,8.4,2218,0.168,5.61,1,Mercedes,IT,8,26,380.71,7,3.5854533037391154,1.1951511012463718,12.4,High Speed
23653140,Hungaroring,Budapest,Hungary,4.516,1992,204241,17,1,67.428,2023,1891,Asphalt,Street,286,14,48,292,1,2,15.71,850,0.599,5.75,0,Honda,FR,10,35,207.74,28,3.7643932683790964,6.200177147918512,15.370000000000001,Low Speed
25517626,Istanbul Park,Istanbul,Turkey,5.338,1954,361608,20,1,80.805,2021,1876,Asphalt,Street,288,20,30,341,1,58,11.95,2504,0.251,9.19,0,Honda,PT,16,20,336.29,71,3.7467216185837393,13.300861745972274,15.46,High Speed
27919589,Autodromo Jose Carlos Pace - Alt Chicane,Sao Paulo,Brazil,4.923,1995,140115,26,2,72.382,2009,1608,Concrete,Street,249,17,50,265,1,6,0.14,2706,0.285,6.13,0,Ferrari,AR,16,21,344.61,83,5.281332520820638,16.8596384318505,13.705,Low Speed
21264353,Circuit Gilles Villeneuve - Reverse Layout,Montreal,Canada,4.584,2010,207023,10,2,91.639,2010,1851,Asphalt,Permanent,339,9,26,327,1,1,1.44,646,0.664,9.01,0,Ferrari,ES,12,19,220.03,26,2.181500872600349,5.671902268760908,17.755000000000003,Medium Speed
