circuit_id,circuit_name,city,country,track_length_km,year_opened,seating_capacity,number_of_turns,drs_zones,lap_record_seconds,lap_record_year,altitude_meters,surface_type,circuit_type,pit_lane_length_m,avg_temp_min_c,avg_temp_max_c,avg_top_speed_kmh,fia_grade,total_gp_hosted,tv_viewers_millions,ticket_price_usd,safety_car_freq,overtake_index,night_race,primary_engine_supplier,primary_broadcast_lang,pit_boxes,marshal_post_count,total_race_dist_km,elevation_change_m
21748196,Imola Circuit,Imola,Italy,4.409,1973,384803,23,1,80.635,2016,1207,Asphalt,Permanent,410,11,30,382,1,39,4.12,1255,0.743,3.35,0,Honda,IT,11,10,282.18,200
29409929,Jeddah Corniche Circuit - Revised 2020,Jeddah,Saudi Arabia,5.431,1995,22721,22,3,100.765,2018,948,Asphalt,Street,393,11,29,306,1,34,4.09,1029,0.706,2.37,0,Ferrari,AR,24,13,260.69,61
23446097,Suzuka International Racing Course,Suzuka,Japan,5.382,2006,224751,26,1,70.958,2021,1453,Asphalt,Permanent,258,12,37,279,3,72,7.94,1867,0.201,3.25,0,Alfa Romeo,NL,22,15,344.45,119
26163376,Imola Circuit - Endurance Config,Imola,Italy,4.873,1998,265604,20,1,99.745,2019,1987,Asphalt,Street,393,3,47,318,1,13,12.9,1495,0.262,3.5,0,Alfa Romeo,JA,24,10,311.87,51
28453166,Autodromo Nazionale Monza,Monza,Italy,5.075,1982,290233,19,2,60.416,2014,1247,Asphalt,Permanent,465,25,33,323,1,10,10.47,2997,0.531,0.69,0,Alfa Romeo,ES,12,14,279.12,28
26794489,Circuit de Spa-Francorchamps,Spa,Belgium,7.771,1972,320716,9,2,85.733,2016,1349,Concrete,Permanent,474,16,32,298,1,43,12.56,1217,0.733,9.9,0,Mercedes,AR,20,31,404.09,96
27241741,Albert Park Circuit - Reverse Layout,Melbourne,Australia,5.812,1979,120565,23,4,67.164,2013,1678,Asphalt,Permanent,323,12,20,279,1,17,9.17,1184,0.74,9.05,0,Renault,EN,23,31,325.47,190
29569459,Circuit of the Americas - Endurance Config,Austin,USA,5.265,2011,171832,26,1,88.241,2008,744,Asphalt,Street,459,10,20,302,2,13,3.76,2781,0.591,1.6,1,Alfa Romeo,IT,16,33,400.14,206
23299353,Circuit of the Americas - Historic Layout,Austin,USA,5.502,2012,348205,10,3,111.746,2018,49,Asphalt,Permanent,467,0,47,282,1,8,13.06,736,0.429,4.97,0,Renault,ZH,24,11,258.59,142
28145089,Mugello Circuit - Reverse Layout,Mugello,Italy,5.604,1986,76803,9,1,88.919,2015,261,Asphalt,Permanent,391,12,22,317,1,0,10.77,3001,0.606,3.13,0,Alfa Romeo,PT,22,25,246.58,204
27965407,Circuit de Spa-Francorchamps,Spa,Belgium,7.461,1969,34916,10,2,96.61,2021,12,Asphalt,Street,200,26,22,381,1,26,12.39,1673,0.552,4.99,0,Honda,ES,8,29,358.13,181
23232857,Bahrain International Circuit,Sakhir,Bahrain,5.116,1952,58727,24,6,115.359,2009,2199,Concrete,Permanent,471,10,32,339,1,79,2.36,3321,0.471,6.01,0,Mercedes,DE,25,17,399.05,124
27360633,Losail International Circuit - Revised 2020,Lusail,Qatar,5.935,1963,217077,19,3,79.316,2015,1841,Asphalt,Street,264,20,24,351,1,77,5.72,3143,0.531,5.41,1,Ferrari,JA,12,12,344.23,6
25004878,Circuit de Barcelona-Catalunya,Barcelona,Spain,4.667,1973,332159,20,1,87.895,2009,461,Asphalt,Permanent,297,5,39,328,2,21,2.61,1731,0.297,4.21,0,Mercedes,FR,18,21,298.69,102
26515900,Circuit de Spa-Francorchamps,Spa,Belgium,6.216,2007,413218,16,3,104.67,2013,434,Asphalt,Permanent,314,20,38,375,1,40,8.46,924,0.76,2.4,0,Renault,NL,18,12,410.26,88
25428690,Autodromo Nazionale Monza,Monza,Italy,5.114,1958,50473,18,2,109.123,2018,774,Asphalt,Permanent,242,13,46,283,2,30,2.75,1238,0.363,3.84,0,Honda,ZH,24,26,383.55,94
21029777,Autodromo Nazionale Monza,Monza,Italy,5.082,1964,340996,14,2,83.253,2017,994,Concrete,Street,217,6,22,383,1,73,4.44,2810,0.776,8.62,0,Ferrari,ZH,25,33,360.82,118
29728813,Albert Park Circuit - Alt Chicane,Melbourne,Australia,5.466,1970,175375,18,4,106.304,2012,1026,Concrete,Permanent,342,11,25,265,2,3,10.44,914,0.153,4.68,0,Honda,ZH,22,20,360.76,132
27739129,Magny-Cours - Revised 2020,Magny-Cours,France,3.866,2019,113687,6,2,77.454,2021,118,Asphalt,Permanent,503,1,32,380,1,9,3.62,2996,0.043,2.4,1,Honda,DE,26,15,220.36,67
26099272,Marina Bay Street Circuit - Endurance Config,Singapore,Singapore,4.721,1954,134502,15,3,64.173,2016,780,Asphalt,Street,208,16,31,310,1,36,7.08,2401,0.766,8.27,0,Ferrari,IT,22,23,254.93,77
21822484,Portimao Circuit - Revised 2020,Portimao,Portugal,4.883,1970,27561,13,1,111.547,2016,76,Asphalt,Permanent,269,10,34,340,1,34,5.47,738,0.254,9.48,0,Mercedes,EN,8,23,229.5,68
28760510,Las Vegas Street Circuit,Las Vegas,USA,6.054,1984,409178,21,2,97.583,2015,930,Concrete,Hybrid,519,18,37,363,1,64,6.53,3400,0.43,1.62,0,Honda,NL,23,21,429.83,3
23861385,Nürburgring - Endurance Config,Nürburg,Germany,5.493,2016,210529,18,1,66.208,2021,1660,Concrete,Hybrid,181,0,50,304,1,35,12.09,1442,0.073,1.66,1,Renault,ES,11,33,400.99,70
29005205,Estoril Circuit - Historic Layout,Estoril,Portugal,4.049,1970,371632,13,1,117.035,2023,1490,Concrete,Permanent,506,1,30,338,1,85,7.45,2594,0.492,3.93,0,Mercedes,NL,21,31,295.58,133
27854153,Losail International Circuit - Revised 2020,Lusail,Qatar,5.012,1976,164952,17,3,101.856,2010,2183,Asphalt,Permanent,377,10,23,296,1,47,0.34,1416,0.081,8.48,1,Honda,DE,23,17,380.91,24
27698161,Autodromo Hermanos Rodriguez,Mexico City,Mexico,4.887,1979,416883,10,3,113.236,2017,2317,Concrete,Street,341,4,26,376,1,7,8.17,1712,0.67,4.76,0,Renault,PT,8,11,244.35,133
26713402,Imola Circuit,Imola,Italy,5.216,1998,390665,13,1,111.171,2012,208,Asphalt,Permanent,318,25,45,384,2,52,10.1,2449,0.452,7.19,0,Alfa Romeo,FR,14,18,302.53,181
29844775,Hungaroring - Short Circuit,Budapest,Hungary,4.793,2005,34280,20,1,62.13,2017,1876,Asphalt,Street,300,24,26,362,1,58,15.77,604,0.624,2.7,0,Mercedes,ES,13,11,330.72,116
25273782,Marina Bay Street Circuit - Endurance Config,Singapore,Singapore,5.233,2000,47647,25,3,117.568,2019,1010,Asphalt,Street,420,9,36,289,1,44,3.61,3107,0.783,4.05,0,Ferrari,ZH,19,35,251.18,210
24761665,Albert Park Circuit - Alt Chicane,Melbourne,Australia,4.744,1957,180600,21,5,61.646,2023,354,Asphalt,Permanent,431,15,25,317,1,6,11.24,3046,0.344,6.5,1,Honda,ZH,12,26,317.85,65
26325329,Estoril Circuit - Short Circuit,Estoril,Portugal,4.942,1961,317014,17,1,102.672,2011,1517,Asphalt,Street,349,25,40,265,2,22,2.89,2607,0.515,7.97,1,Mercedes,FR,25,15,217.45,203
29934983,Circuit de Spa-Francorchamps - Reverse Layout,Spa,Belgium,7.508,1997,150426,18,2,111.769,2018,1387,Asphalt,Permanent,481,27,24,282,1,66,11.3,1995,0.224,7.26,1,Honda,EN,15,33,330.35,35
22535853,Circuit de Monaco,Monte Carlo,Monaco,3.764,2007,342048,21,1,114.338,2018,951,Concrete,Permanent,220,12,46,298,1,33,4.35,741,0.451,6.96,0,Ferrari,PT,23,15,180.67,22
28444351,Circuit de Monaco - Endurance Config,Monte Carlo,Monaco,3.89,1985,279686,15,1,63.541,2021,1497,Asphalt,Street,492,22,30,327,1,38,15.82,2499,0.413,5.73,0,Alfa Romeo,NL,14,14,248.96,40
23334717,Losail International Circuit - Reverse Layout,Lusail,Qatar,4.676,1996,30018,15,3,72.038,2015,2289,Asphalt,Permanent,460,0,23,304,1,78,9.67,216,0.738,3.72,0,Renault,DE,13,30,266.53,185
22561793,Yas Marina Circuit - Alt Chicane,Abu Dhabi,UAE,4.727,1951,34665,16,2,101.046,2022,2343,Asphalt,Permanent,223,25,47,342,1,25,10.75,1798,0.331,8.37,0,Mercedes,ES,26,34,354.53,104
26907217,Las Vegas Street Circuit - Reverse Layout,Las Vegas,USA,6.915,2003,258540,13,1,104.89,2023,636,Concrete,Street,402,8,29,377,2,80,14.45,3138,0.063,7.62,0,Honda,JA,17,29,352.67,139
21670722,Baku City Circuit - Alt Chicane,Baku,Azerbaijan,6.492,1996,219833,8,2,75.835,2014,1258,Asphalt,Street,207,28,46,328,1,0,7.99,1123,0.047,6.0,0,Renault,NL,26,13,415.49,40
29755504,Suzuka International Racing Course - Short Circuit,Suzuka,Japan,5.066,1964,37092,6,2,111.79,2021,565,Asphalt,Street,279,1,39,352,1,75,15.32,3235,0.605,8.53,0,Renault,JA,8,36,395.15,106
29092085,Nürburgring,Nürburg,Germany,5.262,1954,234402,26,2,116.862,2020,120,Mixed,Permanent,209,24,43,341,1,7,3.08,1646,0.473,9.84,0,Ferrari,DE,14,34,373.6,169
29025702,Estoril Circuit,Estoril,Portugal,4.35,1952,128882,15,1,84.55,2014,2253,Concrete,Permanent,235,5,44,359,1,15,2.41,1058,0.512,3.87,1,Renault,ZH,13,31,326.25,30
27506313,Mugello Circuit - Endurance Config,Mugello,Italy,4.77,1990,386975,9,1,76.699,2019,1446,Asphalt,Permanent,318,23,38,316,1,40,1.87,1477,0.307,3.78,0,Ferrari,JA,18,23,248.04,107
28211820,Las Vegas Street Circuit,Las Vegas,USA,5.548,1981,244088,14,3,86.859,2023,1003,Asphalt,Permanent,342,11,43,359,2,52,6.77,2464,0.153,7.98,0,Mercedes,DE,10,29,432.74,119
27141369,Mugello Circuit - Short Circuit,Mugello,Italy,5.857,2016,395034,10,2,64.795,2011,377,Asphalt,Permanent,192,25,23,381,1,74,14.51,2716,0.613,2.61,0,Ferrari,NL,20,36,398.28,99
28099366,Baku City Circuit - Short Circuit,Baku,Azerbaijan,5.857,1964,164701,21,1,84.723,2016,815,Asphalt,Permanent,220,27,33,355,2,67,8.4,2218,0.168,5.61,1,Mercedes,IT,8,26,380.71,7
23653140,Hungaroring,Budapest,Hungary,4.516,1992,204241,17,1,67.428,2023,1891,Asphalt,Street,286,14,48,292,1,2,15.71,850,0.599,5.75,0,Honda,FR,10,35,207.74,28
25517626,Istanbul Park,Istanbul,Turkey,5.338,1954,361608,20,1,80.805,2021,1876,Asphalt,Street,288,20,30,341,1,58,11.95,2504,0.251,9.19,0,Honda,PT,16,20,336.29,71
27919589,Autodromo Jose Carlos Pace - Alt Chicane,Sao Paulo,Brazil,4.923,1995,140115,26,2,72.382,2009,1608,Concrete,Street,249,17,50,265,1,6,0.14,2706,0.285,6.13,0,Ferrari,AR,16,21,344.61,83
21264353,Circuit Gilles Villeneuve - Reverse Layout,Montreal,Canada,4.584,2010,207023,10,2,91.639,2010,1851,Asphalt,Permanent,339,9,26,327,1,1,1.44,646,0.664,9.01,0,Ferrari,ES,12,19,220.03,26
27347163,Autodromo Jose Carlos Pace,Sao Paulo,Brazil,5.055,1996,320541,15,2,92.697,2023,2349,Asphalt,Street,312,4,21,345,1,3,13.82,330,0.368,2.92,0,Mercedes,IT,17,36,353.85,38
27992543,Hungaroring - Alt Chicane,Budapest,Hungary,4.069,1949,215000,23,1,100.63,2009,1200,Asphalt,Permanent,286,21,45,300,1,51,10.95,881,0.761,8.63,0,Honda,JA,16,34,272.62,82
22824262,Magny-Cours,Magny-Cours,France,3.856,1948,67019,19,1,98.485,2011,1409,Asphalt,Permanent,520,6,44,331,1,32,12.95,1155,0.099,6.89,1,Honda,JA,16,13,289.2,46
29174651,Albert Park Circuit,Melbourne,Australia,5.271,1959,292230,13,4,104.364,2018,2100,Asphalt,Permanent,320,14,38,382,1,23,8.26,1803,0.306,6.78,0,Mercedes,JA,23,11,379.51,140
21322413,Circuit de Monaco - Historic Layout,Monte Carlo,Monaco,3.845,1980,261831,12,1,89.338,2013,172,Mixed,Permanent,323,28,23,327,1,78,5.21,2831,0.036,8.04,1,Alfa Romeo,IT,13,16,253.77,201
26006788,Circuit de Barcelona-Catalunya,Barcelona,Spain,4.388,1975,52490,12,1,85.424,2022,1941,Asphalt,Permanent,224,25,36,377,2,67,1.36,3450,0.211,6.03,0,Alfa Romeo,EN,13,10,320.32,185
22936541,Jeddah Corniche Circuit - Historic Layout,Jeddah,Saudi Arabia,6.906,1971,190173,22,3,73.73,2022,133,Asphalt,Street,509,15,43,284,2,69,2.3,1712,0.309,0.75,1,Alfa Romeo,ES,26,12,462.7,67
28282910,Circuit de Spa-Francorchamps - Short Circuit,Spa,Belgium,6.6,1960,138159,26,3,68.405,2012,2083,Asphalt,Permanent,392,3,46,351,1,21,4.95,2345,0.068,3.67,0,Mercedes,AR,18,19,455.4,118
28519456,Autodromo Jose Carlos Pace - Alt Chicane,Sao Paulo,Brazil,3.542,1987,297270,8,3,70.53,2023,1130,Asphalt,Street,395,27,39,268,2,61,1.12,1145,0.217,2.03,0,Mercedes,JA,18,25,240.86,97
22374003,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,6.895,1985,331923,13,3,95.217,2012,1666,Concrete,Hybrid,512,3,43,369,3,26,0.4,1677,0.302,1.97,0,Mercedes,FR,26,25,324.06,125
28021907,Circuit de Monaco - Alt Chicane,Monte Carlo,Monaco,3.904,2008,283263,6,2,108.864,2017,1315,Asphalt,Street,310,21,32,306,1,54,11.26,3290,0.38,6.68,1,Alfa Romeo,AR,18,34,261.57,41
23235764,Nürburgring,Nürburg,Germany,5.7,1964,198916,8,2,115.08,2016,956,Asphalt,Permanent,506,22,35,334,1,57,11.53,3290,0.296,8.73,0,Alfa Romeo,IT,18,28,353.4,125
25735422,Portimao Circuit - Endurance Config,Portimao,Portugal,4.589,2011,139418,12,1,87.092,2012,321,Asphalt,Hybrid,332,15,32,368,1,23,1.61,228,0.558,4.7,1,Honda,FR,11,26,252.4,40
22812114,Bahrain International Circuit,Sakhir,Bahrain,5.046,1996,77923,20,6,68.235,2013,500,Concrete,Permanent,189,5,24,268,1,4,12.57,2791,0.752,3.45,0,Renault,ES,14,34,312.85,96
25779230,Kyalami - Short Circuit,Johannesburg,South Africa,4.867,2007,331691,6,3,62.175,2011,526,Asphalt,Permanent,365,9,49,350,1,13,7.11,3409,0.272,9.7,1,Renault,AR,24,22,340.69,66
24616456,Portimao Circuit - Alt Chicane,Portimao,Portugal,5.013,1992,96467,15,1,73.164,2016,2416,Concrete,Permanent,444,12,48,286,1,44,15.73,1287,0.366,9.3,1,Alfa Romeo,PT,22,36,265.69,105
22431005,Portimao Circuit - Historic Layout,Portimao,Portugal,5.029,1986,265136,16,1,98.917,2019,2354,Asphalt,Permanent,483,18,50,314,1,27,14.79,94,0.486,1.89,1,Ferrari,ES,20,33,321.86,33
26613814,Hungaroring - Revised 2020,Budapest,Hungary,3.967,2000,138655,18,2,62.302,2020,758,Asphalt,Permanent,496,24,50,290,1,46,5.5,259,0.78,0.88,0,Mercedes,DE,23,13,261.82,63
28193582,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,6.956,2000,142590,19,3,77.761,2014,766,Asphalt,Hybrid,414,9,48,293,1,71,13.13,2357,0.403,3.44,1,Alfa Romeo,ZH,25,28,403.45,65
28139782,Suzuka International Racing Course - Endurance Config,Suzuka,Japan,6.523,2005,253491,18,1,111.845,2013,1493,Concrete,Permanent,241,17,22,288,1,32,13.7,3189,0.356,5.02,0,Renault,ZH,23,19,293.53,121
22521907,Silverstone Circuit,Silverstone,UK,5.502,1978,298414,13,3,101.709,2014,733,Asphalt,Street,430,6,28,377,1,11,12.58,2664,0.284,4.05,1,Renault,AR,21,14,280.6,34
26859611,Las Vegas Street Circuit - Reverse Layout,Las Vegas,USA,6.169,2017,390691,11,3,98.642,2008,2482,Asphalt,Permanent,483,28,24,302,2,64,8.06,1451,0.669,5.09,0,Mercedes,ZH,15,26,456.51,200
22532924,Las Vegas Street Circuit,Las Vegas,USA,6.46,1987,250474,23,3,67.888,2019,1485,Concrete,Permanent,313,18,34,287,1,61,3.02,2306,0.63,5.13,0,Alfa Romeo,EN,23,28,439.28,145
20305915,Nürburgring - Endurance Config,Nürburg,Germany,5.083,1973,79462,14,1,94.604,2019,187,Mixed,Street,392,3,34,327,1,85,12.31,2645,0.134,1.4,0,Mercedes,JA,12,14,350.73,191
21011086,Estoril Circuit,Estoril,Portugal,3.818,1980,378509,13,1,80.101,2015,60,Asphalt,Street,474,15,32,347,2,55,3.49,3031,0.248,5.85,0,Alfa Romeo,NL,23,23,221.44,106
23308892,Autodromo Jose Carlos Pace - Endurance Config,Sao Paulo,Brazil,4.172,1998,353929,17,2,94.731,2011,2453,Asphalt,Hybrid,356,20,35,298,2,83,13.17,48,0.491,1.39,0,Honda,PT,20,25,329.59,141
26656819,Magny-Cours - Historic Layout,Magny-Cours,France,3.701,1948,380245,14,1,111.411,2009,2053,Asphalt,Permanent,280,17,48,348,2,17,10.79,469,0.227,9.92,0,Alfa Romeo,FR,8,31,199.85,112
29244038,Circuit de Barcelona-Catalunya,Barcelona,Spain,4.657,1970,220309,19,2,82.932,2017,359,Asphalt,Permanent,320,4,36,280,1,19,0.41,1761,0.591,7.35,0,Renault,FR,11,20,293.39,73
26848692,Circuit of the Americas - Reverse Layout,Austin,USA,6.099,1989,278513,19,1,105.548,2023,241,Asphalt,Permanent,253,26,34,350,1,2,8.88,3150,0.08,5.14,0,Honda,ZH,23,28,420.83,110
20303981,Yas Marina Circuit,Abu Dhabi,UAE,5.986,2002,310442,7,2,98.248,2013,676,Asphalt,Permanent,246,5,21,272,1,51,10.34,1169,0.775,7.99,0,Renault,ES,21,11,371.13,213
23242634,Bahrain International Circuit - Alt Chicane,Sakhir,Bahrain,5.317,1951,302761,18,5,63.411,2018,18,Asphalt,Permanent,236,3,21,272,1,48,11.56,1106,0.163,5.61,1,Renault,AR,20,26,233.95,35
29205797,Las Vegas Street Circuit - Reverse Layout,Las Vegas,USA,6.55,2000,363228,22,2,96.297,2016,716,Asphalt,Hybrid,266,8,50,322,1,46,12.47,451,0.732,4.74,0,Renault,FR,23,23,294.75,118
25399427,Autodromo Nazionale Monza - Reverse Layout,Monza,Italy,6.528,1982,340389,18,2,69.411,2016,1504,Asphalt,Permanent,273,28,24,368,2,51,5.32,1341,0.55,9.99,1,Alfa Romeo,DE,12,32,509.18,27
20089971,Portimao Circuit - Reverse Layout,Portimao,Portugal,5.137,2001,306784,21,1,90.722,2010,675,Asphalt,Street,230,6,40,266,2,36,2.54,802,0.688,2.6,1,Alfa Romeo,NL,9,16,236.3,78
20544814,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,6.64,2011,411906,19,4,61.421,2021,1187,Asphalt,Hybrid,226,11,30,375,1,55,14.15,332,0.662,4.65,0,Renault,FR,9,11,498.0,92
21958699,Autodromo Jose Carlos Pace - Short Circuit,Sao Paulo,Brazil,4.599,1987,153367,13,2,61.611,2015,1860,Asphalt,Permanent,238,20,47,273,1,77,7.89,2538,0.661,7.15,0,Mercedes,AR,20,16,275.94,133
25339625,Circuit Gilles Villeneuve - Revised 2020,Montreal,Canada,4.759,1964,395138,10,2,61.653,2010,803,Asphalt,Permanent,184,10,29,319,1,71,1.4,697,0.655,5.78,1,Alfa Romeo,NL,23,19,285.54,19
21695668,Bahrain International Circuit,Sakhir,Bahrain,5.797,2016,251622,7,6,86.637,2017,2248,Asphalt,Permanent,221,19,33,359,1,60,11.01,2179,0.347,3.39,0,Alfa Romeo,AR,23,14,324.63,155
25367562,Autodromo Jose Carlos Pace - Reverse Layout,Sao Paulo,Brazil,3.776,1950,200587,26,2,85.326,2018,689,Asphalt,Street,386,4,28,373,1,22,11.65,2878,0.246,0.56,0,Renault,NL,11,12,279.42,102
26065792,Mugello Circuit - Alt Chicane,Mugello,Italy,5.005,1975,253255,26,1,94.182,2014,227,Asphalt,Street,381,12,31,303,1,54,11.43,3351,0.539,7.62,0,Renault,PT,14,33,295.3,176
25274038,Circuit Gilles Villeneuve - Short Circuit,Montreal,Canada,4.436,2003,325903,23,2,75.313,2009,294,Asphalt,Permanent,393,19,41,376,1,52,0.26,2420,0.401,9.58,1,Renault,JA,19,29,301.65,159
29528365,Circuit de Barcelona-Catalunya - Alt Chicane,Barcelona,Spain,5.185,1987,399420,22,3,88.993,2012,2523,Asphalt,Street,444,5,22,306,3,18,7.45,3253,0.322,9.3,0,Mercedes,JA,10,30,373.32,205
21426388,Losail International Circuit - Reverse Layout,Lusail,Qatar,5.131,1986,159892,20,2,82.699,2021,2397,Asphalt,Permanent,378,7,50,278,2,57,15.25,2317,0.024,0.77,1,Renault,ES,10,18,364.3,99
24953899,Imola Circuit,Imola,Italy,5.082,1957,57255,25,2,99.549,2009,607,Asphalt,Permanent,365,6,31,334,1,58,14.41,3169,0.052,4.67,0,Alfa Romeo,ES,25,18,228.69,148
29712831,Circuit Zandvoort - Historic Layout,Zandvoort,Netherlands,4.806,1985,116356,18,2,84.975,2013,287,Asphalt,Permanent,448,22,44,316,1,29,1.25,877,0.279,7.75,0,Honda,NL,11,28,355.64,124
27665392,Suzuka International Racing Course,Suzuka,Japan,5.715,2020,146534,21,1,64.755,2014,338,Asphalt,Street,297,23,44,290,1,34,3.01,847,0.243,1.95,1,Ferrari,JA,11,36,297.18,19
22662510,Circuit Zandvoort - Historic Layout,Zandvoort,Netherlands,3.475,1975,221563,12,3,88.413,2010,777,Asphalt,Permanent,404,27,32,357,1,84,4.57,494,0.778,6.37,0,Ferrari,PT,15,25,194.6,161
20321006,Portimao Circuit,Portimao,Portugal,4.157,1975,117849,10,1,107.743,2008,842,Asphalt,Permanent,272,6,20,300,1,2,7.93,2765,0.089,4.16,0,Alfa Romeo,FR,17,21,187.06,175
21306876,Albert Park Circuit - Endurance Config,Melbourne,Australia,4.642,2009,82215,26,3,80.652,2015,1724,Asphalt,Permanent,408,24,22,298,1,40,5.69,1545,0.655,8.14,0,Renault,IT,22,34,348.15,77
24576895,Circuit de Barcelona-Catalunya - Endurance Config,Barcelona,Spain,4.909,2015,174415,15,3,69.863,2017,98,Asphalt,Permanent,347,19,27,305,1,63,12.41,389,0.649,3.64,1,Renault,FR,8,17,240.54,66
26013212,Hungaroring - Historic Layout,Budapest,Hungary,4.837,2000,105239,13,1,101.109,2020,661,Asphalt,Permanent,456,21,47,282,1,10,10.63,1898,0.265,6.89,0,Honda,ZH,23,32,295.06,122
27777409,Autodromo Nazionale Monza - Short Circuit,Monza,Italy,5.115,1967,103870,20,1,108.425,2016,2287,Asphalt,Hybrid,289,21,33,376,1,46,6.12,1594,0.775,9.91,0,Mercedes,DE,18,32,306.9,208
25038909,Hungaroring,Budapest,Hungary,4.846,2008,280535,19,1,60.683,2023,648,Concrete,Permanent,414,8,39,382,3,77,14.03,940,0.719,6.35,0,Ferrari,DE,17,25,295.61,115
28512256,Las Vegas Street Circuit - Alt Chicane,Las Vegas,USA,6.656,1990,359120,23,2,97.369,2021,1439,Asphalt,Permanent,443,7,24,285,1,18,5.48,2289,0.252,1.64,0,Alfa Romeo,ES,11,15,465.92,88
25725109,Estoril Circuit - Alt Chicane,Estoril,Portugal,4.686,1999,274767,14,1,63.959,2023,2340,Mixed,Street,457,13,26,304,1,20,1.29,2526,0.651,7.4,1,Honda,ES,20,17,248.36,14
22053321,Suzuka International Racing Course - Revised 2020,Suzuka,Japan,6.102,1985,262291,25,2,85.156,2012,798,Concrete,Permanent,424,17,33,354,1,48,6.08,1181,0.227,9.47,0,Alfa Romeo,JA,25,36,439.34,204
24331920,Estoril Circuit,Estoril,Portugal,4.627,2013,63548,14,2,115.402,2013,80,Asphalt,Hybrid,366,17,34,294,1,80,4.39,58,0.697,2.96,0,Honda,ZH,14,15,337.77,220
27776895,Autodromo Hermanos Rodriguez,Mexico City,Mexico,4.765,1986,387093,21,4,100.118,2010,1220,Asphalt,Permanent,193,20,30,371,1,32,10.05,3058,0.066,3.06,1,Mercedes,IT,10,13,347.84,124
28926245,Circuit Gilles Villeneuve,Montreal,Canada,4.769,1952,29897,19,2,63.232,2012,1475,Asphalt,Hybrid,269,13,23,380,1,50,3.34,220,0.376,3.93,0,Honda,EN,21,19,371.98,53
25829862,Autodromo Hermanos Rodriguez - Short Circuit,Mexico City,Mexico,4.246,1967,60333,21,4,111.175,2016,2334,Asphalt,Hybrid,230,22,47,338,1,22,15.37,1046,0.356,8.23,1,Alfa Romeo,FR,14,31,225.04,174
27865982,Jeddah Corniche Circuit - Historic Layout,Jeddah,Saudi Arabia,5.476,1964,84101,17,2,102.356,2018,1646,Asphalt,Street,199,2,47,335,3,57,0.64,719,0.505,4.57,0,Ferrari,PT,16,28,432.6,101
29679909,Marina Bay Street Circuit - Alt Chicane,Singapore,Singapore,4.464,2018,26011,16,4,94.021,2014,1177,Asphalt,Street,343,16,49,354,2,14,4.18,2721,0.024,3.45,1,Renault,JA,22,14,258.91,51
25760876,Autodromo Nazionale Monza,Monza,Italy,6.227,1971,343315,21,2,94.676,2016,2546,Asphalt,Permanent,359,22,38,355,1,70,12.73,2697,0.412,1.66,0,Alfa Romeo,ES,22,25,330.03,169
27406951,Circuit of the Americas,Austin,USA,4.72,1979,171125,9,2,71.639,2015,828,Asphalt,Street,221,16,47,316,1,46,7.04,2774,0.343,4.29,0,Ferrari,NL,11,19,292.64,28
27970187,Imola Circuit - Alt Chicane,Imola,Italy,5.03,1993,24346,24,1,89.099,2012,2502,Mixed,Permanent,455,8,26,354,1,35,6.79,1607,0.411,3.9,0,Ferrari,DE,11,27,397.37,135
23268780,Kyalami,Johannesburg,South Africa,3.988,1962,290710,18,3,68.177,2022,2353,Asphalt,Permanent,432,20,38,325,2,79,7.27,118,0.485,6.87,0,Ferrari,AR,25,34,203.39,82
20309310,Las Vegas Street Circuit - Alt Chicane,Las Vegas,USA,5.756,1973,31337,23,2,114.182,2012,619,Asphalt,Permanent,248,20,24,372,1,37,4.96,1991,0.028,8.3,0,Mercedes,EN,14,21,259.02,114
26564253,Jeddah Corniche Circuit,Jeddah,Saudi Arabia,5.511,1981,56306,12,2,67.779,2021,115,Asphalt,Permanent,437,14,37,370,1,25,12.81,1160,0.396,4.76,0,Ferrari,ES,23,28,435.37,133
20983418,Baku City Circuit,Baku,Azerbaijan,6.465,1950,166005,22,2,91.557,2016,425,Asphalt,Permanent,262,4,32,384,1,67,10.64,2568,0.381,8.17,0,Alfa Romeo,PT,12,20,310.32,79
21336693,Silverstone Circuit - Alt Chicane,Silverstone,UK,6.247,1998,45056,7,2,96.369,2008,2065,Asphalt,Permanent,463,22,35,365,2,24,3.63,3244,0.786,4.28,0,Honda,JA,15,32,393.56,211
25561463,Albert Park Circuit,Melbourne,Australia,5.278,1954,262532,21,4,98.857,2022,1963,Asphalt,Street,409,21,38,287,1,14,2.91,1122,0.248,3.89,0,Mercedes,IT,17,26,343.07,137
27826163,Estoril Circuit - Revised 2020,Estoril,Portugal,4.142,1981,406398,26,1,104.22,2017,440,Asphalt,Permanent,449,28,20,277,3,67,5.21,497,0.2,2.7,0,Alfa Romeo,JA,23,36,318.93,154
22253229,Portimao Circuit,Portimao,Portugal,3.905,2019,389454,10,2,69.608,2020,2394,Asphalt,Permanent,350,7,27,283,2,62,14.47,3112,0.724,4.07,0,Renault,DE,9,28,191.34,156
28274323,Circuit de Barcelona-Catalunya,Barcelona,Spain,4.963,1976,76438,8,1,115.277,2019,1224,Asphalt,Street,463,28,49,305,3,0,9.23,714,0.274,4.32,0,Alfa Romeo,AR,8,35,268.0,101
